Puzzle,Solution,
......5812..........83.4....1....263..............8.17......1..37..82.5....6.547.,743926581256871394198354726817549263629713845435268917562497138374182659981635472,
8...9.7..13.2..6.4.9..1..........8....917..2...682.3.7.1..4.2.....3...4.......9..,862594731135287694794613582271436859389175426546829317613948275957362148428751963,
.......2..927......6...59.4.2.1.....3..4.6.........315..9.3.1...4.....5.5..9..7..,735894621492761583168325974927153468351486297684279315879532146243617859516948732,
.2.4...7.....1.52.1.49.23............9....7.54.5...2..84...9.....12..9...3218....,628435179379618524154972386716524893293861745485793261847359612561247938932186457,
..45..736...1.7.....2.....5.31.4..7.7..31...88..7.6.4....4...6...8...12...3...8..,184592736965137482372864915531248679746319258829756341297481563658973124413625897,
..8.4..26..2.......74.6..5....8........4..763.......487.6.......4.3...8985....6.4,518749326632158497974263851469837215185492763327615948796584132241376589853921674,
.8753.1....1.7..9.36....2.......6728...1.........97.....8....591.....8.6.........,987532164241678593365419287419356728876124935523897641738261459152943876694785312,
..3.............18.1..4..5..86..7..3..9.1..4...79..5.67..8.596....1.4....9.7.....,673581429954276318812349657286457193539618742147923586721835964368194275495762831,
3...1.7.......7.......9..1..89.3..57.....5....3.182.........4...58...1....74.8..2,394816725821547963576293814189634257642975381735182649263751498458329176917468532,
.....3..43.569...8...5...7.......8...3...5.19..786.....78.......6..7..4.4.1.....5,786123594345697128219584376694312857832745619157869432978451263563278941421936785,
...1.4.5.3..2...9.7.43.52....7..1.........3.16.........924......6..23..4.......6.,926174853351286497784395216537841629248659371619732548892467135165923784473518962,
8.......397..4.8.5..415..7........39.8.7..4..3...2....1...75.9..4..9.5.......3..4,815967243976342815234158976427581639681739452359624187162475398743896521598213764,
....96........5.1.4.......67..6.....6..34.2...2.....439.1.....7.4.92....5....79..,813796452276485319459213786734652198698341275125879643961534827347928561582167934,
9..2.45......5..1...6..........6.....2..19.....58.....5....74.929...5.....1.2.65.,917284536842356917356791842189463275724519368635872194568137429293645781471928653,
.39...12...4....6....82....39.6...5......19..5...........1....9.21..43..8...36...,739465128284719563165823497392648751476351982518297634653172849921584376847936215,
.1.5...3.2........5....971.1....7..993....25..6...5...72....69.......1.3..4....7.,416578932279631485583249716145327869937486251862915347721853694658794123394162578,
8..32.....4.9....2.19....43....6.....2..1..95..5.38.6.1.......6.5....4.9.......2.,867324951543971682219856743431569278628417395975238164184792536752683419396145827,
4.612.8...7...6...2.5....9....8.2...7.....4..........8.8.9..2.4.1.5.....9...7.1.5,496125873871396542235487691359842716728613459164759328587961234612534987943278165,
3..........42...1..1...7....5.4........1...7.23....8....28.5...59.3..18.7...2.9..,325918467974263518618547293857439621469182375231756849142895736596374182783621954,
84....17.....8...4.....9.2.2..5.4.9.4..7......7..9...3.....8.59....2.......15.8..,849235176527681934316479528283514697491763285675892413162348759758926341934157862,
......9.3..8..5.1.1.4.7.2..43.......8..1.4.3..57..8.9......74......83......9.....,675812943328495716194376258431759862869124537257638194513267489942583671786941325,
.92...7.6..5...9..6..9........2....58......2.........42...63.7.3..4....9.5..7...8,192834756745621983638957142967248315814395627523716894289563471371482569456179238,
.4628........65.3..8.41...293......8..1....53.......9.8.3...2.9.62......1......6.,746283915219765834385419672937546128621897453458132796873651249562974381194328567,
.........84.5.6..2.....145..........28.13...6.....8..4.5..9.....916..5.....2..6.9,517429863843576912926381457374962185285134796169758234652897341791643528438215679,
...34........98...52.........8..3.9.9..7...5.47....2.....9745..8.6..27.4...8.....,681345972347298165529167843218453697963721458475689231132974586896532714754816329,
.5......6.......3.6..4238.51.2..6.4343.21......5.3......9.....4.8....2......65...,253198476948657132671423895192586743437219568865734921519372684386941257724865319,
.3...9..5.821.........63.........5...5.387.......1.68.3285..7.61.5.3.8..7........,431879265682154937597263418813642579956387124274915683328591746145736892769428351,
..8...1..7..9358....5..8..9.8.....6.....9.....4..61...36.1....8.7.3..6.......9.4.,298746153714935826635218479587423961126897534943561287362154798479382615851679342,
..8..13.2...4..5.1.......9......8..39.1........2..461...916.8..4...5..2.3.......6,568791342793482561124635798645918273971326485832574619259167834416853927387249156,
8....9..6....75......3..1..1..7..4......3.......186..35.4...8..9.18..7......5.9.1,837419526412675389659328174163792458298534617745186293574961832921843765386257941,
..2.......3..67....85..46...2..36..5..41.2..6.....5...7.8.....2.6..51.3.......8..,672398514431567289985214673827936145354182796196475328718643952269851437543729861,
..61..24..23.8..6..8..4.9..3.8.97......41...6.1.............13.9...7......7....2.,796153248423789561581246973358697412279415386614328795845962137932871654167534829,
..8......5...9......3.....4...1..36....5....9.6..39.473..95.61...1..8.9...5.7....,478215936526493871913786254759142368834567129162839547387954612641328795295671483,
.64........5....79.7...14.....5...1.5.......431..7429...2.4..56......1.2.....27..,964783521185426379273951468426539817597218634318674295832147956749365182651892743,
83....12.95......42.1.....9...7.12...73...........49.7..8.5......29..7.8.4....3..,834579126957612834261843579489761253673295481125384967398457612512936748746128395,
9.43..216........9.1....84..81...6.736.28.1...........29...43.1.......8..43.....2,954378216638142759712596843581439627367285194429617538295864371176923485843751962,
.7.9.85.4....7.8.1...54......5......63........4.....9.75..64.3.8.6.5.7..........9,371928564594673821268541973985436217637192485142785396759264138816359742423817659,
..4.8....2....5.899....3.41.93..1.....52.9.......6....8.....2...2.81.365.........,514986732237145689968723541693571428485239176172468953856397214729814365341652897,
75....1.....6...591.6.7..484......7..8........3.8...1.3.8.54......3........196..4,752489136843612759196573248421965873687231495539847612368754921914328567275196384,
2....3..6..........43.1..2...21..6....182....68...5.3.32.4.......4.6.....5.9..1..,218593476765284319943617825572139684431826597689745231327451968194368752856972143,
4..6..8.......2..47.5....1.....84........6.41...5.79...6.2..........1..219.4...87,429613875618752394735849216956184723287396541341527968564278139873961452192435687,
...9...6..4...81.59.64..3...5...38.....58........79..1.....673....3.54........5.8,578931264342768195916452387759613842261584973483279651125846739897325416634197528,
....3....368......1...2.9....4...1.....58...2...6.189...21.3...48.....1..5..6..3.,529734681368915724147826953874392165916587342235641897692153478483279516751468239,
.7....9..148........9.8..6.3......4698..2.........72..43....7.2.....1.....64..39.,673154928148269573259783461327915846984326157561847239435698712792531684816472395,
2.8.1.7.91..65.8..........1.15....6....9.....87....9.....86..7...47.5..6....42...,268314759149657823753289641915438267432976518876521934591863472324795186687142395,
.....7.1...26..7...59........8.5.9.7.....42...41.2...65.6.......8..4.592.........,863297415412635789759418623628153947975864231341729856536982174187346592294571368,
..4.6....9..1..4..72.3....9.....31.....8....4....41.233..9.2.8.2..4.....6.1...9..,814569237963127458725384619486273195132895764579641823347912586298456371651738942,
........5.8.5..19.1.....3.859..8...4.....9.1..2...3.....29.783...7.2...9....18...,379861425286534197145792368593186274468279513721453986652947831817325649934618752,
....2.....9.8.14.5...5...1.8....6..412.4.75.8......7...4..7.....1.9.42.7...1..9..,451723689392861475786549312879356124123497568564218793945672831618934257237185946,
6.4.....11..........8..24..286..5...43.6...5............3.5.8......17.35..2..47..,624589371197463582358172496286795143431628957975341268713956824849217635562834719,
6..5....4.3...2...2.96....7....8..9.......5......46.23..3..8....82.5....576..3...,618579234734812659259634817421385796367921548895746123143268975982457361576193482,
..4.2.3..7.54.6.1.8.1.........8.....27..4.....4..57...3.....86...2.7..3.6..2.....,964125387735486219821739456593862174276341598148957623317594862452678931689213745,
........6......58...7..3.2...9.....3.5.3.72.........1.9.57.6.....31.2.75.76..81..,521879346394621587687453921169284753458317269732965418915746832843192675276538194,
.4..8...57.34.9..8..2.5...6.....469.2......74..47...53..........87..5...9.5......,649281735753469218812357946578134692236598174194726853361942587487615329925873461,
...632.7..974.....2.3.1............3..9..1.8..4238.9....1..32..7......4.4.8......,584632179197458632263719854815964723379521486642387915951843267726195348438276591,
.35..4..8....8.6..7..3...4..278...6.8.17.....5......84...65........3.2.......2..5,635974128294581637718326549927845361841763952563219784182657493459138276376492815,
..6..9.4.124.....773..1....3..1......15.......7.39....5....4..9...5......6..2..13,856279341124853967739416285342185796915647832678392154581734629293561478467928513,
...3.58...1.........312...........49.....17..2.7.8.35..48....3.9....3.7.5.1...92.,479365812812794563653128497185637249394251786267489351748912635926543178531876924,
7.1.8..............4...5.......5...1..24...73.3...6..2..3..4..........2762.1..53.,791682345385741269246935718467253891852419673139876452973524186514368927628197534,
9.73..4......7.195.......7...2.....95.3.61.....974.3...........3..2.4...6.....241,917358462238476195456129873742583619583961724169742358824615937371294586695837241,
...6.....29...8.7..68..95...3..9.4...823..79...6.27..5..7..2....2.546...4........,374651289295438176168279543731895462582364791946127835617982354823546917459713628,
..5..6.41.38..4......8.5.3........1.7.........2.....85....4.3...8.1...67..4753...,295376841638914572417825936859237614746581293321469785172648359583192467964753128,
.9...8..18....12....2..3.8...1.8.4.2..31....94....9.7....2....3...5..9......945..,697428351835671294142953786961785432753142869428369175589217643274536918316894527,
.............3.1.2..8.....9.1....24.3....1..6.69.2.....2.8..4....3.4....64..19.78,176982534954736182238154769517698243382471956469325817721863495893547621645219378,
..24753...5.....6........7........2..2..1.543...5..1.8...7.....81.3.4....652.17..,692475381758139462143628975581943627926817543374562198239756814817394256465281739,
.........638...9.179....38...3.....6...9.....1...638..2.....49...4.8..1..7.2..6.3,412398765638457921795126384943812576586974132127563849261735498354689217879241653,
9..........7...2.4....67.19.8....36....4.6..2......7..27.3..4......4.....6...8.9.,952134678617859234843267519489572361735416982126983745278391456391645827564728193,
.6..52...8......3..72......521.9.......81.........5.7.7.8...2...3....19....92.7.5,963452817854179632172638954521397468347816529689245371798561243235784196416923785,
...79.........2.6...3.5...245.....2..7..8...9.69....35...3..54.....4...7...975...,628793154745812963913456872451639728372584619869127435297368541586241397134975286,
...9..4..9...5..3...8.7..6.6.9..3.78.1.8.9.....57...1.371........41....5.........,137968452926451837458372169649513278713829546285746913371285694864197325592634781,
13..9......5..3.......8.5........68.....5........694.15...28..332....84..9..46.1.,138594726245673198679182534951437682462851379783269451514728963326915847897346215,
.148..6....754.......3..8...86...3..74.......5.2.........15....4..28.7....5..7.3.,314892675827546193659371842986725314741938526532614987278153469463289751195467238,
..1....6...6...5...9.....1.62.1....5....5.24.9.526..8141...8..3.3.9...2.....3.8..,851397462746812539392645718624183975183759246975264381417528693538976124269431857,
..6...91....19...2.....85...4..1..65.......9....5....4.68.4....3.1.6.2.....9...51,826457913735196482419328576947812365152634897683579124568241739391765248274983651,
7......5....82...3.3....7...7....29....56.....8...2..6.2.7...39..3..4.2.5.....6.8,748613952159827463236495781671348295392561874485972316824756139963184527517239648,
.2..6.4.38...37......4.2......6..2.5.62.8....7.3......48...9..7.......5...62...9.,927865413814937562635412789148693275562784931793521846481359627279146358356278194,
84.....9.2....6.58.9...3.7....8.7........54...6..3........72....3..5..4.6879.....,845721693273496158196583274319847562728165439564239817451372986932658741687914325,
...4.5.1.2....93....37...4...9...5.1...147....2..9..7......4..7.9..7.12....3....6,968435712247819365153762948479286531635147289821593674316924857594678123782351496,
...13........2736..2....7.5...8.3....7..1..8...6...52.....6.97.2..78....6...9..32,768135249154927368329648715412853697975216483836479521581362974293784156647591832,
...6...3.1...2..76...5.38.9..97...6..25........18....2.........7.2....9.93...712.,598671234143928576267543819489712365625394781371865942814239657752186493936457128,
......823...9....5...2...4.78..3..9.4.......2.9....58.57...423.2.......9..4....71,946751823328946715157283946782635194415897362693412587579164238261378459834529671,
...7....48.3....75.9....2...35......2.......8.4......3..785.9....9..654.....23...,512768394863249175794531286135487629276395418948612753627854931389176542451923867,
45..328.6..7.6......15.....5......74...4..2.....8.713......8...8.....5.21....56..,459732816287961453361584729528613974713459268946827135675298341834176592192345687,
.....9...62...........1......6..5..4.3.62.9..1...8...5.9.....1.4..85.3.95......86,781349652624578193953216748276195834835624971149783265398462517467851329512937486,
..3.7...5517.83........2...9...........6.5..2125.98.....29.15.........3.891..7...,263179485517483926489562317976234851348615792125798643632941578754826139891357264,
........4.4.....368..5.......6....9.5....84.....4..2...8....3...5.91..8..92..365.,175639824249187536863524917426375198517298463938461275681752349354916782792843651,
...5..9...4......86..18..4..34.5........42.....83.6....9....4..25......3....61..9,812574936345629178679183245934758621561942387728316594197835462256497813483261759,
......43..6..7..9.495..8.6......4...61..5....5481.6..3751..........41...3.......6,872619435163475892495238167239784651617352984548196723751863249926541378384927516,
....7...4.2..3.6.9.3.95.....7......3...5..4...641.......7....926....43...1...2...,159276834728431659436958217271849563983567421564123978347685192692714385815392746,
..........28..3.5.3..1.6..2..7.15.63.............2..156.3.4.7.......7....1.8..64.,561289374928473156374156892287915463159364287436728915693541728842697531715832649,
..3..2.4..2..9....8...341.....6..584.....96.2.....8...2.....3.8.6.....1..9..5.4..,173862945426195873859734126932617584781549632645328791214976358567483219398251467,
.7....2.8..1..7.4..64..1..9...2...7.79..3....4..9...6..4.38..9.3.....62.....6....,579643218231897546864521739183256974796134852425978361647382195358419627912765483,
1..9......6......3..4.7.26...7..6..13...9...5..9.54.2.........74.....6....24..1..,123968574768542913594173268257386491346291785819754326931625847475819632682437159,
...2.4...6....9...5.....9...86.12.433.2.4.5.......3..8...3...65.9......4.....8.9.,719234856638159472524687931986512743372846519451973628847391265293765184165428397,
..1...674..5.6.9.....7..8.2.5817.2.66..4.8........2....2....41.8..9..7..5........,381529674275864931469731852958173246632458197147692583726385419813946725594217368,
4.38..7...1.......98..1.3.4...9...3.5.9.21...1..4......4.1......9.3...288.2..4...,423869751617543982985217364264978135539621847178435296346182579791356428852794613,
....6..71.2.9..53...1.35.6.79...135.....53.965...4.........6.2...........63.92...,345268971628917534971435862794621358182753496536849217457386129219574683863192745,
.......6.7.48.........54....169...5...56.....48......9.....913.3.9.....667.53...8,892173465754896321163254897216948753935617284487325619548769132329481576671532948,
1..4...7.........348..9....9......1..1....6.4..4.3...86....43........58.5786....9,139462875256781493487395261963548712815279634724136958691854327342917586578623149,
.....4.39..4....5............8.7.5..4...1.....2...581.9..2...4...54.81....39.7...,871524639694183752532796481318679524456812973729345816987261345265438197143957268,
......934413.....8.........24.7...9.3.7..........9..6.6....7...7.896.3.2...31.7..,572186934413579628869432175246751893397648251185293467631827549758964312924315786,
.6......84..7.....3....4219.1....37.27..4......9...1.67...2..6...4.3.8.......74..,165293748492718653387654219516982374273146985849375126738429561624531897951867432,
6.......731.8..2....87261.....3...4.....5...2...6.7.8...5..37..8.3.........2...1.,692134857317895264548726139759382641486951372231647985125463798873519426964278513,
.............2.4..3....5.7.8.3...7.4.....1.3.5..34..82.7..8.15.......2...2..19..7,786134529951728463342695871863952714294871635517346982479283156135467298628519347,
.59.6..31.........62....4..17..4.2....65.1......3.2...94.7.5..27...9.....3.6.....,459267831318459726627813495173946258296581374584372169941735682762198543835624917,
1.67....2..728........3..742.........8.............19.......23.3..816.47.793...6.,146759382537284619892631574264198753981573426753462198618947235325816947479325861,
...42.3..29.17..8.4.7..9.12........6..1....2.7..26...8..6...9....3.1....8........,168425397295173684437689512382947156641358729759261438576832941923714865814596273,
.6....38.....9......9.38261..1...7.889.....3..73.....6.....7....3...65122.......3,164752389382691457759438261521963748896274135473185926615327894937846512248519673,
6.4..9....8..4....23.6.....57...........6.29.3.94........9.874.....3.92....5..36.,614259873987143652235687419576892134841365297329471586163928745458736921792514368,
..8...1.5..49.8...7125........75...2..926.87.1....4...........7...8.79..4......5.,398472165654918723712536489846759312539261874127384596983125647265847931471693258,
7..6.2..5......2........4.1.......1..4.7....36.13.5..9..32.1....96..7.......64.2.,714682935365149278829573461537498612942716583681325749473251896296837154158964327,
.8..7..9.71..4...8..93..6...5.13.......5..8........4..93.....87.7..........4...15,683275194712946538549318672458132769397564821261789453934651287175823946826497315,
...24..163..6....28....1.3..6.7..3...........48..1.....52..67.1..847..2..........,579243816341687592826951437165724389293568174487319265952836741618475923734192658,
.1...2..6854.....1.7.4..83...76..............2.63........1384.2....5...3..8.4..6.,913872546854963271672415839597624318381597624246381957765138492429756183138249765,
.9.......8..6..5...2.51...8.6....95.18....7....7..12..9..25......48....9......62.,795384162841692573623517498462738951189425736537961284916253847254876319378149625,
...8...9...8...672.3....8.56.3.......7..9...4.....2..749..6.....6..5.24...592....,526871493148539672739246815653487921271695384984312567492763158367158249815924736,
6...92..4.58....3..9...5........7.4..8....3.79...6..5.....4.2.3...5....87....9...,637192584258476931491835726316257849582914367974368152865741293149523678723689415,
...9...52.6...39....95...3.....3.........8...832.1....1..7..8.3...12...77......6.,378941652265873914419562738591437286647258391832619475156794823983126547724385169,
..9.6..7........89.1...2..44..........7...6.8........1...29..4.2..48.75...5.76...,329864175564137289718952364482613597137549628956728431671295843293481756845376912,
6....35...4.8.931...854.7..75..1.4...1...8.6.9...7.1.......7..54.........79......,691723584547869312328541796753916428214358967986274153162497835435182679879635241,
.3..1.......2.....8.75.42.3..4........91..3852..3..7...9...1....2.9....84...57...,532618947946273851817594263354789612679142385281365794798421536125936478463857129,
.2.1.7.6.3.....7.49....3.2...9.3.2..5..2.....17......3....24.9....65.......9..4..,425187369368592714917463528689735241543219876172846953851324697794658132236971485,
3.9..5164..2..9.....8..4..5..5...9.31...2.....8..5........1.4.......3...4.....8.2,379285164542169378618734295265471983137928546984356721896512437721843659453697812,
14.52.....5.6......79..4....1....95...2.59..1..6..1..7...8..6.2......875.......1.,143528796258697134679134528714286953382759461596341287937815642421963875865472319,
.........6....5...7.8..9.....3..67....497..8......8....6.1....5..16.4..3.598..4..,945712638632485197718369254893546712524971386176238549467193825281654973359827461,
...7...5.1..8......9..418....1..5.46.....2..776..9.2....4..71.......6....2.4.....,348729651175863492692541873281375946459682317763194285934257168817936524526418739,
..628..4.3.596....9.........89....6........3...3.48...6...2.4.....89.1....4.1.5..,176285349345961287928437615489352761251679834763148952617523498532894176894716523,
....93..67...5.8....9.6.....7.......5.2.8...1..8...5..86...2...2.7..5.9.1.......8,481793256726154839359268417673541982542389761918627543864932175237815694195476328,
....6..32.2....48...3..4.65....3..4..3..1567..78.....3...4.7...4....35.....62....,847561932625379481913284765569732148234815679178946253392457816486193527751628394,
3.2.5.1.7.......381....7..58.....2...73...5.1.1....76.7.6.........9.6........8.1.,362859147457612938198437625845761293673294581219385764786123459531946872924578316,
72......1.48..6.2..1...7.4..3...9....6.1.4..8.........3..9.2.7...4.6.2.....8.34..,723495861948316527615287349837529614269134758451678932386942175594761283172853496,
.3....8..8..5..6.7..........7.3.8.29.5..6...49......8...76...3....7.5..23..29.4..,736429851892513647514876293671348529258967314943152786127684935489735162365291478,
.....9.52..........3.52.9.18.....3...1...25....38......8.....1...4.5.8.61.2.....9,471389652529614783638527941845196327917432568263875194786943215394251876152768439,
5..43..9...2...7....39..25.65.....2......1.37....9764..1...9.......23....2..6..7.,578432196942516783163978254657384921294651837831297645715849362486723519329165478,
2.18..97.....7.5...5.9...3.....8.2..3...6..5............9......8...36.2...5.2...6,261853974943672518758941632416385297397264851582197463629718345874536129135429786,
.18......9..1...45...6.97...........6.5.7.........2.9..5...4.8..9...16...4.7..5..,718245963962137845534689721389416257625973418471852396257364189893521674146798532,
.....6...9...41.....28..5......62.....45..67...7..49.1.......562..6974.........1.,748956132935241867612873594189762345324519678567384921493128756251697483876435219,
...8...5.........6.4...6..17...61.254.2.5.....6...7.........98769..7...22..14....,326814759951732846847596231789461325412953678563287194134625987695378412278149563,
6.1..9..5.7.3....9..8.....1.....85......7........35...1.326...8..79..2..8.2..17..,641829375275316849938754621324198567589672134716435982193267458457983216862541793,
....97...98.1..3.....3.4..6....4.....4..732..13.2.....6..7..13..2.....64..8.3...2,463597821985162347271384956752941683849673215136258479694725138327819564518436792,
.8.......6.47.2..13.....7...15......8.31..45............2..1..6..75...43...2.31.7,781635924654792831329418765915324678873169452246857319432971586197586243568243197,
...4..71.7.6.......1.3....8.7.8.....2.41..5........384..82...4.3.2..86..54......3,839462715726581439415379268673854192284193576951627384168235947392748651547916823,
...9............2.3.8..4..6.8963...24.65...9...2.....76.5...7.....4.....924.8..6.,261958473547316928398724156789631542436572891152849637615293784873465219924187365,
..9.8.4..4.......1..6....593.89..7.5.1....6...65.1..485.4.9.8...714....6.........,139285467452769381786143259348926715917854632265317948524691873871432596693578124,
.....1...1....49.28..32.......74.2..3...5..........48.2.4.3.7....5....9.9.35.....,432691578156874932879325641691748253348259167527163489284936715715482396963517824,
.5.1..62......2.141......93..1..4.......8.....85.6......4.19.....9.432.63..6.....,453198627896732514172456893931524768647381952285967431764219385519843276328675149,
..4......6.75..1...25..4..6.5....2.4.......8.....67.317....3.6....87.4....2...3..,914638725687592143325714896156389274473125689298467531741253968539876412862941357,
.3.62.9..2.........4.....2.4..8...5..8..5....1.9...6...9.1..2..6......4...53...86,538627914271943865946581723467819352382756491159432678894165237613278549725394186,
5.6........4.....7.179....6.4.26......1.....33....54...73..4.......5.9..19..3....,586371249934526817217948356849263175751489623362715498673194582428657931195832764,
.2......631..8...2789.....3..7...65.....6.........17.9..........91.2....53.9.7...,425379186316584972789612543147293658952768314863451729274136895691825437538947261,
......78.........4..7...25..4.69...2.2..4.....5...74.9.981.....1...6.5....298...1,965421783283576914417839256341695872729348165856217439698154327134762598572983641,
.8....23..5..32......64.8...4...9..63..........9..8...4.2....6.6.89...2.53.1..9..,186795234954832617273641895841259376325467189769318452492583761618974523537126948,
..2..8....6.92....8..4.1...52......33.6...1.5.....4.8.248.......31.65....5....2..,192678354465923817873451926524186793386792145719534682248317569931265478657849231,
.........823.....6461....8..5....1..3....5.247.4..1..8..6.37.4.5..4.......785..1.,975268431823149576461573982652784193318695724794321658186937245539412867247856319,
.....6.9...4.......5..83..23..16.4..........6..1..9....1..2..4..85.1.2..49.8..6..,137256894824791563956483172379168425548372916261549387613925748785614239492837651,
.6...7..5....58...7..6...3.5.....7........1.....53...9.43.9..7898..6.54..5.4....1,862347915314958267795621834539214786426879153178536429243195678981763542657482391,
9..8...1.3...1...75.6..38......68...8......3...4.........9.1.5...9.74...6.7.8.9..,972856413348219567516743892235468179861597234794132685483921756159674328627385941,
1.9.....3..546.79.......2.4...5..1....69.3.72.....76...62........3......5172.....,149782563325461798678359214734526189856913472291847635962134857483675921517298346,
...6..4...13.9..2...9.215.6.314............7..4.15.3..5.......7......2..374....6.,257638419613594728489721536831472695925863174746159382592316847168947253374285961,
5...96.................1.7.4.......6.5.4...27..8..75.......5.42..67.2.8....81....,587296431164378259239541678472153896651489327398627514813965742946732185725814963,
.7....4.98......5......476....6.2....4.375.........9....3...5.456.8........2.7..8,276531489894726351351984762137692845948375216625418973783169524562843197419257638,
....546.1....7.........9.4.2..94..6.4..6..........1...76...5.89..1...2.4..8.2.1..,897354621624178935153269748215947863489632517376581492762415389531896274948723156,
..2...........6143....5...8.4....39..852......31.........58.4...986.....1...942..,812439657579826143364157928246718395985263714731945862623581479498672531157394286,
...63....1....95......8..4...9.4...848...59.....2..........6.9..9582.3.6.61...48.,954632871128479563637581249219743658483165927576298134842316795795824316361957482,
..3.4...7.8.5.9.3.4.....68............8...7....97...2..52.9.3.86....5.9....2....4,913648257786529431425137689571382946268954713349761825152496378634875192897213564,
691.4..7..3.72.4................723....2........1...46.79..631...3.8....81....6..,691543872538729461724618953146897235357264189982135746279456318463981527815372694,
16...4.3...4.8......896...49.2.......4............1....7.4..1.8.....79...3.....62,165274839394185276728963514912746385847352691653891427276439158581627943439518762,
4.8.7.9......1..6........5.81.4....9..9........518.7.....8..51.1...2....7.4...8..,428576931593218467671394258817453629349762185265189743932847516186925374754631892,
..7...3..4..871.6.....4..5..6....27..1.......8..6.5......4.6..1...2.8..5..6....8.,287569314453871962691342857965134278312987546874625193538496721749218635126753489,
5...9..32.....2.8..8.31...9....36......8.4...3...5....84......526..4..9.19...54.6,576498132931562784482317569758236941619874253324951678847629315265143897193785426,
..9.....7.6.....4......9...8....437...7.938.1.3.1......45..7.3..8..3...69..4....5,129345687368712549574869213891654372457293861236178954645927138782531496913486725,
4...376.27.....4...1.29.57..3...1.....567..2..2.........3......5.13...6..6...57..,458137692792568431316294578639421857845673129127859346983746215571382964264915783,
6.4....18..5.31..23.......5.2.......7...2..364..8............2....7...81...4..5.7,694275318875931642312648795521369874789524136463817259957186423246753981138492567,
.27..1.65.....89...1.....7.49..7......1.6..92...8.5.1..7.....4.......526.....6...,927431865645728931318659274493172658581364792762895413276583149834917526159246387,
.79.18..3.........4..3...6...4.9.6...1..6....3..12....987.4....2..6...7.......1..,679418253132956748458372961824593617715864392396127485987241536241635879563789124,
..6.3.....5...698...74.....2.......37......96.3..62.5.......5.962.7.9..........4.,946238175352176984817495362269587413785314296431962758178643529624759831593821647,
.3..74..................17..2.3...9..8351.4....17.25..5..18...4..8.5.9........2..,139674852857921346264835179725348691683519427941762538592183764478256913316497285,
.82........6..9.353....2.7....52..97.....7.......3...61......5......8.....56738..,782315964416789235359462178841526397963847512527931486178294653634158729295673841,
..1.5.8...64..7....3......571.4..68.....1.........5........4.....9.8.1..186..3.7.,971256834564837219832941765715429683493618527628375941257164398349782156186593472,
..5.68...............4.7..8...2.95.4..2.8...6..4.7..9..1.9.6.42......91..98..2.6.,245368179867591423139427658671239584952184736384675291713956842526843917498712365,
...9.1......7..54.....56....134...6.7..1...9......5...367...9..4.561..7.9...8....,538941627296738541174256389813492765752163894649875132367524918485619273921387456,
6.1..4.2.3...6.54.59.....71...41.7....657.29........1.7296...5....9..............,681754329372169548594823671958412736136578294247396815729681453465937182813245967,
......84...32.....42...6....7..9.......48......1...7.8...8.1436....7.......62...1,167935842953248617428716953875192364639487125241563798792851436516374289384629571,
....4...6.8...3.....2.5.1......96...4........16.5...8.9..4...3..51..86...3.9..5..,519847326687123945342659178728396451495281763163574289976415832251738694834962517,
5........2..46.....7..2..4..9871.5.....9.87...2..5.....5...1....47......6.1...97.,534187692219463857876529341498712536165938724723654189952371468347896215681245973,
5.7.......1....4....37..6.....45.....5..7...1....93..5...........16..2.9.74.1..3.,527964318618532497493781652189456723356278941742193865965327184831645279274819536,
1..9.............4.4.....2.4..8.9..183..4...5...5...3.3592.8....2..1..6......35..,173924856982657314546381729465839271837142695291576438359268147728415963614793582,
97..3...5...2...3.....7.....524.8.7...89..2.1....5.....2.....9....7...4..41...8..,974831625165294738283675914652418379438967251719352486827146593596783142341529867,
.6.715.......9......5..6....8....9.72....46..7.....2.5..18.....4.........7962...8,862715394347298156915436872184562937253974681796381245631847529428159763579623418,
42...93..37.4.....9...3..5..9......5......8.7.8...2.....1..8.4.....1.7.8...594.1.,425189376376425981918637254793861425152943867684752193261378549549216738837594612,
..5.6....17...85...8....6........1..6.3..2...51.34....24...5.....7.1.42.3..2...7.,435769281176428593982531647724956138693182754518347962249875316857613429361294875,
9.......61...76.....4...7.......1......7..849.65.8.1..3....7......819.345..4.....,978524316152376498634198725897241653213765849465983172349657281726819534581432967,
.4.98..62....3.45.....1.....9..26....36..1598..........6.4..23.1................9,345987162981632457627514983598326714236741598714859326869475231173298645452163879,
......49..5...71.6..36....7..27...64..54.........53....7.34........9.....4...5619,716538492854927136293614857132789564985462371467153928679341285521896743348275619,
815....2..........3.2.8....57...13.91....3............6.189.75..9.....6.7..1...3.,815349627967215843342786195576421389189653274423978516631894752298537461754162938,
...9.3...2.....3..4........8..6...1.......6.5.1..95.8...2.6..31..34....91....84.6,578943162269157348431286597857624913924831675316795284742569831683412759195378426,
.......18.3..4....1872.6.......7.6...6...4.3...8..2.4...4.......5....382..26.....,426739518539148276187256493943875621265914837718362945874523169651497382392681754,
.6...9...1.85.....43....5..8.....4....642...3...61....6.2.8.......3..98......61.5,265879341178534692439261578821953467956427813743618259692185734517342986384796125,
.......8...27.8.15..3..16..34.8.2....71....5.62.......1.7..426..8......4......7..,719625483462738915853941627345892176971463852628517349197354268286179534534286791,
.21.........384.1...89.........654..........1...1986...45..3289.........1.6....54,421756938967384512538921746819265473652437891374198625745613289283549167196872354,
